ESTADÍSTICAS DE VIOLENCIA INTRAFAMILIAR,...2,...3,...4
NA,NA,1321,Directores de industrias manufactureras
NA,NA,1322,Directores de explotaciones de minería
NA,NA,1323,Directores de empresas de construcción
NA,NA,1324,"Directores de empresas de abastecimiento, distribución y afines"
NA,NA,1330,Directores de servicios de tecnología de la información y las comunicaciones
NA,NA,1341,Directores de servicios de cuidados infantiles
NA,NA,1342,Directores de servicios de salud
NA,NA,1343,Directores de servicios de cuidado de las personas de edad
NA,NA,1344,Directores de servicios de bienestar social
NA,NA,1345,Directores de servicios de educación
NA,NA,1346,"Gerentes de sucursales de bancos, de servicios financieros y de seguros"
NA,NA,1349,Directores y gerentes de servicios profesionales no clasificados bajo otros epígrafes
NA,NA,1411,Gerentes de hoteles
NA,NA,1412,Gerentes de restaurantes
NA,NA,1420,Gerentes de comercios al por mayor y al por menor
NA,NA,1431,"Gerentes de centros deportivos, de esparcimiento y culturales"
NA,NA,1439,Gerentes de servicios no clasificados bajo otros epígrafes
NA,NA,2111,Físicos y astrónomos
NA,NA,2112,Meteorólogos
NA,NA,2113,Químicos
NA,NA,2114,Geólogos y geofísicos
NA,NA,2120,"Matemáticos, actuarios y estadísticos"
NA,NA,2131,"Biólogos, botánicos, zoólogos y afines"
NA,NA,2132,Agrónomos y afines
NA,NA,2133,Profesionales de la protección medioambiental
NA,NA,2141,Ingenieros industriales y de producción
NA,NA,2142,Ingenieros civiles
NA,NA,2143,Ingenieros medioambientales
NA,NA,2144,Ingenieros mecánicos
NA,NA,2145,Ingenieros químicos
NA,NA,2146,"Ingenieros de minas, metalúrgicos y afines"
NA,NA,2149,Ingenieros no clasificados bajo otros epígrafes
NA,NA,2151,Ingenieros electricistas
NA,NA,2152,Ingenieros electrónicos
NA,NA,2153,Ingenieros en telecomunicaciones
NA,NA,2161,Arquitectos
NA,NA,2162,Arquitectos paisajistas
NA,NA,2163,Diseñadores de productos y de prendas
NA,NA,2164,Urbanistas e ingenieros de tránsito
NA,NA,2165,Cartógrafos y agrimensores
NA,NA,2166,Diseñadores gráficos y multimedia
NA,NA,2211,Médicos generales
NA,NA,2212,Médicos especialistas
NA,NA,2221,Profesionales de enfermería
NA,NA,2222,Profesionales de partería
NA,NA,2230,Profesionales de medicina tradicional y alternativa
NA,NA,2240,Practicantes paramédicos
NA,NA,2250,Veterinarios
NA,NA,2261,Dentistas
NA,NA,2262,Farmacéuticos
NA,NA,2263,Profesionales de la salud y la higiene laboral y ambiental
NA,NA,2264,Fisioterapeutas
NA,NA,2265,Dietistas y nutricionistas
NA,NA,2266,Audiólogos y logopedas
NA,NA,2267,Optometristas
NA,NA,2269,Profesionales de la salud no clasificados bajo otros epígrafes
NA,NA,2310,Profesores de universidades y de la enseñanza superior
NA,NA,2320,Profesores de formación profesional
NA,NA,2330,Profesores de enseñanza secundaria
NA,NA,2341,Maestros de enseñanza primaria
NA,NA,2342,Maestros preescolares
NA,NA,2351,Especialistas en métodos pedagógicos
NA,NA,2352,Educadores para necesidades especiales
NA,NA,2353,Otros profesores de idiomas
NA,NA,2354,Otros profesores de música
NA,NA,2355,Otros profesores de artes
NA,NA,2356,Instructores en tecnología de la información
NA,NA,2359,Profesionales de la enseñanza no clasificados bajo otros epígrafes
NA,NA,2411,Contables
NA,NA,2412,Asesores financieros y en inversiones
NA,NA,2413,Analistas financieros
NA,NA,2421,Analistas de gestión y organización
NA,NA,2422,Especialistas en políticas de administración
NA,NA,2423,Especialistas en políticas y servicios de personal y afines
NA,NA,2424,Especialistas en formación del personal
NA,NA,2431,Profesionales de la publicidad y la comercialización
NA,NA,2432,Profesionales de relaciones públicas
NA,NA,2433,Profesionales de ventas técnicas y médicas (excluyendo la TIC)
NA,NA,2434,Profesionales de ventas de tecnología de la información y las comunicaciones
NA,NA,2511,Analistas de sistemas
NA,NA,2512,Desarrolladores de software
NA,NA,2513,Desarrolladores web y multimedia
NA,NA,2514,Programadores de aplicaciones
NA,NA,2519,Desarrolladores y analistas de software y multimedia y analistas no clasificados bajo otros epígrafes
NA,NA,2521,Diseñadores y administradores de bases de datos
NA,NA,2522,Administradores de sistemas
NA,NA,2523,Profesionales en redes de computadores
NA,NA,2529,Especialistas en bases de datos y en redes de computadores no clasificados bajo otros epígrafes
NA,NA,2611,Abogados
NA,NA,2612,Jueces
NA,NA,2619,Profesionales en derecho no clasificados bajo otros epígrafes
NA,NA,2621,Archivistas y curadores de museos
NA,NA,2622,"Bibliotecarios, documentalistas y afines"
NA,NA,2631,Economistas
NA,NA,2632,"Sociólogos, antropólogos y afines"
NA,NA,2633,"Filósofos, historiadores y especialistas en ciencias políticas"
NA,NA,2634,Psicólogos
NA,NA,2635,Profesionales del trabajo social
NA,NA,2636,Profesionales religiosos
NA,NA,2641,Autores y otros escritores
NA,NA,2642,Periodistas
NA,NA,2643,"Traductores, intérpretes y lingüistas"
NA,NA,2651,Artistas de artes plásticas
NA,NA,2652,"Músicos, cantantes y compositores"
NA,NA,2653,Bailarines y coreógrafos
NA,NA,2654,"Directores de cine, de teatro y afines"
NA,NA,2655,Actores
NA,NA,2656,"Locutores de radio, televisión y otros medios de comunicación"
NA,NA,2659,Artistas creativos e interpretativos no clasificados bajo otros epígrafes
NA,NA,3111,Técnicos en ciencias físicas y químicas
NA,NA,3112,Técnicos en ingeniería civil
NA,NA,3113,Electrotécnicos
NA,NA,3114,Técnicos en electrónica
NA,NA,3115,Técnicos en ingeniería mecánica
NA,NA,3116,Técnicos en química industrial
NA,NA,3117,Técnicos en ingeniería de minas y metalurgia
NA,NA,3118,Delineantes y dibujantes técnicos
NA,NA,3119,Técnicos en ciencias físicas y en ingeniería no clasificados bajo otros epígrafes
NA,NA,3121,Supervisores en ingeniería de minas
NA,NA,3122,Supervisores de industrias manufactureras
NA,NA,3123,Supervisores de la construcción
NA,NA,3131,Operadores de instalaciones de producción de energía
NA,NA,3132,"Operadores de incineradores, instalaciones de tratamiento de agua y afines"
NA,NA,3133,Controladores de instalaciones de procesamiento de productos químicos
NA,NA,3134,Operadores de instalaciones de refinación de petróleo y gas natural
NA,NA,3135,Controladores de procesos de producción de metales
NA,NA,3139,Técnicos en control de procesos no clasificados bajo otros epígrafes
NA,NA,3141,Técnicos en ciencias biológicas (excluyendo la medicina)
NA,NA,3142,Técnicos agropecuarios
NA,NA,3143,Técnicos forestales
NA,NA,3151,Oficiales maquinistas en navegación
NA,NA,3152,"Capitanes, oficiales de cubierta y prácticos"
NA,NA,3153,Pilotos de aviación y afines
NA,NA,3154,Controladores de tráfico aéreo
NA,NA,3155,Técnicos en seguridad aeronáutica
NA,NA,3211,Técnicos en aparatos de diagnóstico y tratamiento médico
NA,NA,3212,Técnicos de laboratorios médicos
NA,NA,3213,Técnicos y asistentes farmacéuticos
NA,NA,3214,Técnicos de prótesis médicas y dentales
NA,NA,3221,Profesionales de nivel medio de enfermería
NA,NA,3222,Profesionales de nivel medio de partería
NA,NA,3230,Profesionales de nivel medio de medicina tradicional y alternativa
NA,NA,3240,Técnicos y asistentes veterinarios
NA,NA,3251,Dentistas auxiliares y ayudantes de odontología
NA,NA,3252,Técnicos en documentación sanitaria
NA,NA,3253,Trabajadores comunitarios de la salud
NA,NA,3254,Técnicos en optometría y ópticos
NA,NA,3255,Técnicos y asistentes fisioterapeutas
NA,NA,3256,Practicantes y asistentes médicos
NA,NA,3257,"Inspectores de la salud laboral, medioambiental y afines"
NA,NA,3258,Ayudantes de ambulancias
NA,NA,3259,Profesionales de la salud de nivel medio no clasificados bajo otros epígrafes
NA,NA,3311,"Agentes de bolsa, cambio y otros servicios financieros"
NA,NA,3312,Oficiales de préstamos y créditos
NA,NA,3313,Tenedores de libros
NA,NA,3314,"Profesionales de nivel medio de servicios estadísticos, matemáticos y afines"
NA,NA,3315,Tasadores
NA,NA,3321,Agentes de seguros
NA,NA,3322,Representantes comerciales
NA,NA,3323,Agentes de compras
NA,NA,3324,Agentes de compras y consignatarios
NA,NA,3331,Declarantes o gestores de aduana
NA,NA,3332,Organizadores de conferencias y eventos
NA,NA,3333,Agentes de empleo y contratistas de mano de obra
NA,NA,3334,Agentes inmobiliarios
NA,NA,3339,Agentes de servicios comerciales no clasificados bajo otros epígrafes
NA,NA,3341,Supervisores de secretaría
NA,NA,3342,Secretarios jurídicos
NA,NA,3343,Secretarios administrativos y ejecutivos
NA,NA,3344,Secretarios médicos
NA,NA,3351,Agentes de aduana e inspectores de fronteras
NA,NA,3352,Agentes de administración tributaria
NA,NA,3353,Agentes de servicios de seguridad social
NA,NA,3354,Agentes de servicios de expedición de licencias y permisos
NA,NA,3355,Inspectores de policía y detectives
NA,NA,3359,Agentes de la administración pública para la aplicación de la ley y afines no clasificados bajo otros epígrafes
NA,NA,3411,Profesionales de nivel medio del derecho y servicios legales y afines
NA,NA,3412,Trabajadores y asistentes sociales de nivel medio
NA,NA,3413,Auxiliares laicos de las religiones
NA,NA,3421,Atletas y deportistas
NA,NA,3422,"Entrenadores, instructores y árbitros de actividades deportivas"
NA,NA,3423,Instructores de educación física y actividades recreativas
NA,NA,3431,Fotógrafos
NA,NA,3432,Diseñadores y decoradores de interior
NA,NA,3433,"Técnicos en galerías de arte, museos y bibliotecas"
NA,NA,3434,Chefs
NA,NA,3435,Otros profesionales de nivel medio en actividades culturales y artistas
NA,NA,3511,Técnicos en operaciones de tecnología de la información y las comunicaciones
NA,NA,3512,Técnicos en asistencia al usuario de tecnología de la información y las comunicaciones
NA,NA,3513,Técnicos en redes y sistemas de computadores
NA,NA,3514,Técnicos de la web
NA,NA,3521,Técnicos de radiodifusión y grabación audio visual
NA,NA,3522,Técnicos de ingeniería de las telecomunicaciones
NA,NA,4110,Oficinistas generales
NA,NA,4120,Secretarios (general)
NA,NA,4131,Operadores de máquinas de procesamiento de texto y mecanógrafos
NA,NA,4132,Grabadores de datos
NA,NA,4211,Cajeros de bancos y afines
NA,NA,4212,Receptores de apuestas y afines
NA,NA,4213,Prestamistas
NA,NA,4214,Cobradores y afines
NA,NA,4221,Empleados de agencias de viajes
NA,NA,4222,Empleados de centros de llamadas
NA,NA,4223,Telefonistas
NA,NA,4224,Recepcionistas de hoteles
NA,NA,4225,Empleados de ventanillas de informaciones
NA,NA,4226,Recepcionistas (general)
NA,NA,4227,Entrevistadores de encuestas y de investigaciones de mercados
NA,NA,4229,Empleados de servicios de información al cliente no clasificados bajo otros epígrafes
NA,NA,4311,Empleados de contabilidad y cálculo de costos
NA,NA,4312,"Empleados de servicios estadísticos, financieros y de seguros"
NA,NA,4313,Empleados encargados de las nóminas
NA,NA,4321,Empleados de control de abastecimientos e inventario
NA,NA,4322,Empleados de servicios de apoyo a la producción
NA,NA,4323,Empleados de servicios de transporte
NA,NA,4411,Empleados de bibliotecas
NA,NA,4412,Empleados de servicios de correos
NA,NA,4413,"Codificadores de datos, correctores de pruebas de imprenta y afines"
NA,NA,4414,Escribientes públicos y afines
NA,NA,4415,Empleados de archivos
NA,NA,4416,Empleados del servicio de personal
NA,NA,4419,Personal de apoyo administrativo no clasificado bajo otros epígrafes
NA,NA,5111,Auxiliares de servicio de abordo
NA,NA,5112,Revisores y cobradores de los transportes públicos
NA,NA,5113,Guías de turismo
NA,NA,5120,Cocineros
NA,NA,5131,Camareros de mesas
NA,NA,5132,Camareros de barra
NA,NA,5141,Peluqueros
NA,NA,5142,Especialistas en tratamientos de belleza y afines
NA,NA,5151,"Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos"
NA,NA,5152,Ecónomos y mayordomos domésticos
NA,NA,5153,Conserjes
NA,NA,5161,"Astrólogos, adivinadores y afines"
NA,NA,5162,Acompañantes y ayudantes de cámara
NA,NA,5163,Personal de pompas fúnebres y embalsamadores
NA,NA,5164,Cuidadores de animales
NA,NA,5165,Instructores de autoescuela
NA,NA,5169,Trabajadores de servicios personales no clasificados bajo otros epígrafes
NA,NA,5211,Vendedores de quioscos y de puestos de mercado
NA,NA,5212,Vendedores ambulantes de productos comestibles
NA,NA,5221,Comerciantes de tiendas
NA,NA,5222,Supervisores de tiendas y almacenes
NA,NA,5223,Asistentes de venta de tiendas y almacenes
NA,NA,5230,Cajeros y expendedores de billetes
NA,NA,5241,"Modelos de moda, arte y publicidad"
NA,NA,5242,Demostradores de tiendas
NA,NA,5243,Vendedores puerta a puerta
NA,NA,5244,Vendedores por teléfono
NA,NA,5245,Expendedores de gasolineras
NA,NA,5246,Vendedores de comidas al mostrador
NA,NA,5249,Vendedores no clasificados bajo otros epígrafes
NA,NA,5311,Cuidadores de niños
NA,NA,5312,Auxiliares de maestros
NA,NA,5321,Trabajadores de los cuidados personales en instituciones
NA,NA,5322,Trabajadores de los cuidados personales a domicilio
NA,NA,5329,Trabajadores de los cuidados personales en servicios de salud no clasificados bajo otros epígrafes
NA,NA,5411,Bomberos
NA,NA,5412,Policías
NA,NA,5413,Guardianes de prisión
NA,NA,5414,Guardias de protección
NA,NA,5419,Personal de los servicios de protección no clasificados bajo otros epígrafes
NA,NA,6111,Agricultores y trabajadores calificados de cultivos extensivos
NA,NA,6112,Agricultores y trabajadores calificados de plantaciones de árboles y arbustos
NA,NA,6113,"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
NA,NA,6114,Agricultores y trabajadores calificados de cultivos mixtos
NA,NA,6121,Criadores de ganado
NA,NA,6122,Avicultores y trabajadores calificados de la avicultura
NA,NA,6123,Apicultores y sericultores y trabajadores calificados de la apicultura y la sericultura
NA,NA,6129,Criadores y trabajadores pecuarios calificados de la cría de animales no clasificados bajo otros epígrafes
NA,NA,6130,Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producción se destina al mercado
NA,NA,6210,Trabajadores forestales calificados y afines
NA,NA,6221,Trabajadores de explotaciones de acuicultura
NA,NA,6222,Pescadores de agua dulce y en aguas costeras
NA,NA,6223,Pescadores de alta mar
NA,NA,6224,Cazadores y tramperos
NA,NA,6310,Trabajadores agrícolas de subsistencia
NA,NA,6320,Trabajadores pecuarios de subsistencia
NA,NA,6330,Trabajadores agropecuarios de subsistencia
NA,NA,6340,"Pescadores, cazadores, tramperos y recolectores de subsistencia"
NA,NA,7111,Constructores de casas
NA,NA,7112,Albañiles
NA,NA,7113,"Mamposteros, tronzadores, labrantes y grabadores de piedra"
NA,NA,7114,"Operarios en cemento armado, enfoscadores y afines"
NA,NA,7115,Carpinteros de armar y de obra blanca
NA,NA,7119,Oficiales y operarios de la construcción (obra gruesa) y afines no clasificados bajo otros epígrafes
NA,NA,7121,Techadores
NA,NA,7122,Parqueteros y colocadores de suelos
NA,NA,7123,Revocadores
NA,NA,7124,Instaladores de material aislante y de insonorización
NA,NA,7125,Cristaleros
NA,NA,7126,Fontaneros e instaladores de tuberías
NA,NA,7127,Mecánicos-montadores de instalaciones de refrigeración y climatización
NA,NA,7131,Pintores y empapeladores
NA,NA,7132,Barnizadores y afines
NA,NA,7133,Limpiadores de fachadas y deshollinadores
NA,NA,7211,Moldeadores y macheros
NA,NA,7212,Soldadores y oxicortadores
NA,NA,7213,Chapistas y caldereros
NA,NA,7214,Montadores de estructuras metálicas
NA,NA,7215,Aparejadores y empalmadores de cables
NA,NA,7221,Herreros y forjadores
NA,NA,7222,Herramentistas y afines
NA,NA,7223,Reguladores y operadores de máquinas herramientas
NA,NA,7224,Pulidores de metales y afiladores de herramientas
NA,NA,7231,Mecánicos y reparadores de vehículos de motor
NA,NA,7232,Mecánicos y reparadores de motores de avión
NA,NA,7233,Mecánicos y reparadores de máquinas agrícolas e industriales
NA,NA,7234,Reparadores de bicicletas y afines
NA,NA,7311,Mecánicos y reparadores de instrumentos de precisión
NA,NA,7312,Fabricantes y afinadores de instrumentos musicales
NA,NA,7313,"Joyeros, orfebres y plateros"
NA,NA,7314,"Alfareros y afines (barro, arcilla y abrasivos)"
NA,NA,7315,"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio"
NA,NA,7316,"Redactores de carteles, pintores decorativos y grabadores"
NA,NA,7317,"Artesanos en madera, cestería y materiales similares"
NA,NA,7318,"Artesanos de los tejidos, el cuero y materiales similares"
NA,NA,7319,Artesanos no clasificados bajo otros epígrafes
NA,NA,7321,"Cajistas, tipógrafos y afines"
NA,NA,7322,Impresores
NA,NA,7323,Encuadernadores y afines
NA,NA,7411,Electricistas de obras y afines
NA,NA,7412,Mecánicos y ajustadores electricistas
NA,NA,7413,Instaladores y reparadores de líneas eléctricas
NA,NA,7421,Mecánicos y reparadores en electrónica
NA,NA,7422,Instaladores y reparadores en tecnología de la información y las comunicaciones
NA,NA,7511,"Carniceros, pescaderos y afines"
NA,NA,7512,"Panaderos, pasteleros y confiteros"
NA,NA,7513,Operarios de la elaboración de productos lácteos
NA,NA,7514,"Operarios de la conservación de frutas, legumbres, verduras y afines"
NA,NA,7515,Catadores y clasificadores de alimentos y bebidas
NA,NA,7516,Preparadores y elaboradores de tabaco y sus productos
NA,NA,7521,Operarios del tratamiento de la madera
NA,NA,7522,Ebanistas y afines
NA,NA,7523,Reguladores y operadores de máquinas de labrar madera
NA,NA,7531,"Sastres, modistos, peleteros y sombrereros"
NA,NA,7532,Patronistas y cortadores de tela y afines
NA,NA,7533,"Costureros, bordadores y afines"
NA,NA,7534,"Tapiceros, colchoneros y afines"
NA,NA,7535,"Apelambradores, pellejeros y curtidores"
NA,NA,7536,Zapateros y afines
NA,NA,7541,Buzos
NA,NA,7542,Dinamiteros y pegadores
NA,NA,7543,Clasificadores y probadores de productos (excluyendo alimentos y bebidas)
NA,NA,7544,Fumigadores y otros controladores de plagas y malas hierbas
NA,NA,7549,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios no clasificados bajo otros epígrafes"
NA,NA,8111,Mineros y operadores de instalaciones mineras
NA,NA,8112,Operadores de instalaciones de procesamiento de minerales y rocas
NA,NA,8113,Perforadores y sondistas de pozos y afines
NA,NA,8114,Operadores de máquinas para fabricar cemento y otros productos minerales
NA,NA,8121,Operadores de instalaciones de procesamiento de metales
NA,NA,8122,"Operadores de máquinas pulidoras, galvanizadoras y recubridoras  de metales"
NA,NA,8131,Operadores de plantas y máquinas de productos químicos
NA,NA,8132,Operadores de máquinas para fabricar productos fotográficos
NA,NA,8141,Operadores de máquinas para fabricar productos de caucho
NA,NA,8142,Operadores de máquinas para fabricar productos de material plástico
NA,NA,8143,Operadores de máquinas para fabricar productos de papel
NA,NA,8151,"Operadores de máquinas de preparación de fibras, hilado y devanado"
NA,NA,8152,Operadores de telares y otras máquinas tejedoras
NA,NA,8153,Operadores de máquinas de coser
NA,NA,8154,"Operadores de máquinas de blanqueamiento, teñido y limpieza de tejidos"
NA,NA,8155,Operadores de máquinas de tratamiento de pieles y cueros
NA,NA,8156,Operadores de máquinas para la fabricación de calzado y afines
NA,NA,8157,Operadores de máquinas lavarropas
NA,NA,8159,Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificados bajo otros epígrafes
NA,NA,8160,Operadores de máquinas para elaborar alimentos y productos afines
NA,NA,8171,Operadores de instalaciones para la preparación de pasta para papel y papel
NA,NA,8172,Operadores de instalaciones de procesamiento de la madera
NA,NA,8181,Operadores de instalaciones de vidriería y cerámica
NA,NA,8182,Operadores de máquinas de vapor y calderas
NA,NA,8183,"Operadores de máquinas de embalaje, embotellamiento y etiquetado"
NA,NA,8189,Operadores de máquinas y de instalaciones fijas no clasificados bajo otros epígrafes
NA,NA,8211,Ensambladores de maquinaria mecánica
NA,NA,8212,Ensambladores de equipos eléctricos y electrónicos
NA,NA,8219,Ensambladores no clasificados bajo otros epígrafes
NA,NA,8311,Maquinistas de locomotoras
NA,NA,8312,"Guardafrenos, guardagujas y agentes de maniobras"
NA,NA,8321,Conductores de motocicletas
NA,NA,8322,"Conductores de automóviles, taxis y camionetas"
NA,NA,8331,Conductores de autobuses y tranvías
NA,NA,8332,Conductores de camiones pesados
NA,NA,8341,Operadores de maquinaria agrícola y forestal móvil
NA,NA,8342,Operadores de máquinas de movimiento de tierras y afines
NA,NA,8343,"Operadores de grúas, aparatos elevadores y afines"
NA,NA,8344,Operadores de autoelevadoras
NA,NA,8350,Marineros de cubierta y afines
NA,NA,9111,Limpiadores y asistentes domésticos
NA,NA,9112,"Limpiadores y asistentes de oficinas, hoteles y otros establecimientos"
NA,NA,9113,Personal doméstico
NA,NA,9121,Lavanderos y planchadores manuales
NA,NA,9122,Lavadores de vehículos
NA,NA,9123,Lavadores de ventanas
NA,NA,9129,Otro personal de limpieza
NA,NA,9211,Peones de explotaciones agrícolas
NA,NA,9212,Peones de explotaciones ganaderas
NA,NA,9213,Peones de explotaciones de cultivos mixtos y ganaderos
NA,NA,9214,Peones de jardinería y horticultura
NA,NA,9215,Peones forestales
NA,NA,9216,Peones de pesca y acuicultura
NA,NA,9311,Peones de minas y canteras
NA,NA,9312,Peones de obras públicas y mantenimiento
NA,NA,9313,Peones de la construcción de edificios
NA,NA,9321,Empacadores manuales
NA,NA,9329,Peones de la industria manufacturera no clasificados bajo otros epígrafes
NA,NA,9331,Conductores de vehículos accionados a pedal o a brazo
NA,NA,9332,Conductores de vehículos y máquinas de tracción animal
NA,NA,9333,Peones de carga
NA,NA,9334,Reponedores de estanterías
NA,NA,9411,Cocineros de comidas rápidas
NA,NA,9412,Ayudantes de cocina
NA,NA,9510,Trabajadores ambulantes de servicios y afines
NA,NA,9520,Vendedores ambulantes (excluyendo de comida)
NA,NA,9611,Recolectores de basura y material reciclable
NA,NA,9612,Clasificadores de desechos
NA,NA,9613,Barrenderos y afines
NA,NA,9621,"Mensajeros, mandaderos, maleteros y repartidores"
NA,NA,9622,Personas que realizan trabajos varios
NA,NA,9623,Recolectores de dinero en aparatos de venta automática y lectores de medidores
NA,NA,9624,Acarreadores de agua y recolectores de leña
NA,NA,9629,Ocupaciones elementales no clasificadas bajo otros epígrafes
NA,NA,´0110,Oficiales de las fuerzas armadas
NA,NA,´0210,Suboficiales de las fuerzas armadas
NA,NA,´0310,Otros miembros de las fuerzas armadas
NA,NA,9998,Ocupaciones no especificadas en las anteriores
NA,NA,9999,Ocupación ignorada
NA,NA,NA,NA
AGR_DEDICA,A que se dedica el(a) agresor(a) (sin ingresos),1,Quehaceres del hogar
NA,NA,2,Vive de su renta o jubilación
NA,NA,3,Estudiar
NA,NA,4,Desempleado
NA,NA,6,Otro
NA,NA,9,Ignorado
NA,NA,NA,NA
OTROS_AGRESORES,Total otros agresores,00 a 20,Total otros agresores
NA,NA,99,Ignorado total otros agresores
AGR_OTROS_HOM,Otros agresores hombres     (de 13 años en adelante),00 a 09,Otros agresores hombres
NA,NA,99,Ignorado otros agresores hombres
AGR_OTRAS_MUJ,Otras agresoras mujeres      (de 13 años en adelante),00 a 09,Otras agresoras mujeres
NA,NA,99,Ignorado otras agresoras mujeres
AGR_OTROS_N_OS,Otros agresores niños          (de 00 a 12 años),00 a 09,Otros agresores niños
NA,NA,99,Ignorado otros agresores niños
AGR_OTRAS_N_AS,Otras agresoras niñas           (de 00 a 12 años),00 a 09,Otras agresoras niñas
NA,NA,99,Ignorado otras agresoras niñas
NA,NA,NA,NA
DATOS DE LA INSTITUCIÓN QUE REGISTRA EL HECHO,NA,NA,NA
NA,NA,NA,NA
INST_DENUN_HECHO,Nombre  de la institución que registra el hecho,1,Ministerio Público
NA,NA,2,Procuraduría General de la Nación
NA,NA,3,Policía Nacional Civil
NA,NA,4,Organismo Judicial
NA,NA,5,Bufetes Populares
NA,NA,6,Procuraduría de los Derechos Humanos
NA,NA,NA,NA
ORGANISMO_JURISDICCIONAL,Órgano jurisdiccional que recibe la denuncia,1,Juzgados de Paz
NA,NA,2,Juzgados de Paz Comunitarios
NA,NA,3,Juzgados de Paz Penal
NA,NA,4,"Juzgado de Paz Penal de Conocimiento a Prevención de Delitos de Narcotráfico, Defraudación y Contrabando Aduanero, Violencia Sexual, Explotación y Trata de Personas"
NA,NA,5,Juzgados de Paz Penal de Turno/24horas
NA,NA,6,Juzgados de Paz Móvil
NA,NA,7,"Juzgado de Paz con Competencia Específica para la Protección en Materia de Violencia Intrafamiliar, y de Niñez y Adolescencia Amenazada o Violada en sus Derechos (de turno)"
NA,NA,8,"Juzgados de Primera Instancia Penal, Narcoactividad y Delitos contra el Ambiente"
NA,NA,9,"Juzgados de Primera Instancia Penal, Narcoactividad y Delitos contra el Ambiente de Turno/24 horas"
NA,NA,10,"Juzgado de Turno de Primera Instancia Penal de Delitos de Femicidio y otras formas de  Violencia contra la contra la Mujer y Violencia Sexual, Explotación y Trata de Personas"
NA,NA,11,Juzgados de Primera Instancia Penal de Delitos de Femicidio y otras formas de Violencia contra la Mujer
NA,NA,12,"Tribunales de Sentencia Penal, Narcoactividad y Delitos contra el Ambiente"
NA,NA,13,Tribunales de Sentencia Penal de Delitos de Femicidio y otras formas de Violencia en contra de la Mujer
NA,NA,14,Juzgados de Primera Instancia Ramo Mixto
NA,NA,15,Juzgados de Primera Instancia de Familia
NA,NA,16,Juzgados de Adolescentes en Conflicto con la Ley Penal
NA,NA,NA,NA
CONDUCENTE,Se certificó lo conducente,1,Si
NA,NA,2,No
NA,NA,9,Ignorado
NA,NA,NA,NA
LEY_APLICABLE,Ley que se aplicó en el caso,1,Ley VIF ó Decreto 97-96
NA,NA,2,Ley VCM ó Decreto 22-2008
NA,NA,3,Ambas leyes (VIF y VCM)
NA,NA,4,Código Penal ó Decreto 17-73
NA,NA,5,Otra
NA,NA,6,Ley VIF y Código Penal
NA,NA,9,Ignorado
NA,NA,NA,NA
ARTICULOVIF,Artículos aplicados                 (Se registraron hasta 4 artículos de una misma ley),001 a 014,Artículos de la ley VIF
NA,NA,999,Artículos de la ley VIF ignorado
ARTICULOVCM,NA,001 a 028,Artículos de la ley VCM
NA,NA,999,Artículos de la ley VCM ignorado
ARTICULOCODPEN,NA,001 a 498,Artículos del Código Penal
NA,NA,999,Artículos del Código Penal ignorado
ARTICULOTRAS,NA,001 a 500,Artículos otras leyes
NA,NA,999,Artículos otras leyes ignorado
NA,NA,NA,NA
MEDIDAS_SEGURIDAD,Medidas de seguridad otorgadas por el Organismo Judicial,1,Medidas otorgadas
NA,NA,2,Medidas no otorgadas
NA,NA,9,Ignorado
NA,NA,NA,NA
TIPO_MEDIDA,Tipo de medida de seguridad aplicada,a,"Ordenar al presunto agresor que salga inmediatamente de la residencia común. Si se resiste, se utilizará la     fuerza pública."
NA,NA,b,"Ordenar la asistencia obligatoria a instituciones con programas terapéutico-educativos, creados para ese fin."
NA,NA,c,"Ordenar el allanamiento de la morada cuando, por violencia intrafamiliar, se arriesgue gravemente la integridad física, sexual, patrimonial, o psicológica de cualquiera de sus habitantes."
NA,NA,d,"Prohibir que se introduzcan o se mantengan armas en la casa de habitación, cuando se utilicen para intimidar, amenazar o causar daño a alguna de las personas integrantes del grupo familiar."
NA,NA,e,"Decomisar las armas en posesión del presunto agresor, aún cuando tenga licencia de portación."
NA,NA,f,"Suspenderle provisionalmente al presunto agresor, la guarda y custodia de sus hijos e hijas menores de edad."
NA,NA,g,"Ordenar al presunto agresor abstenerse de interferir, en cualquier forma, en el ejercicio de la guarda, crianza y educación de sus hijos e hijas."
NA,NA,h,"Suspenderle al presunto agresor el derecho de visitar a sus hijos e hijas, en caso de agresión sexual contra menores de edad."
NA,NA,i,"Prohibir, al presunto agresor que perturbe o intimide a cualquier integrante del grupo familiar."
NA,NA,j,Prohibir el acceso del presunto agresor al domicilio permanente o temporal de la persona agredida y a su lugar de trabajo o estudio.
NA,NA,k,"Fijar una obligación alimentaria provisional, de conformidad con lo establecido en el Código Civil."
